N-mer Name,Non-Additive MB Energy (kJ/mol),Num. Rep. (#), N-mer Contribution (kJ/mol),Partial Crys. Lattice Ener. (kJ/mol),Calculation Priority (Arb. Units),Minimum Monomer Separations (A)
3mer-0+87+121,-0.00003256,1,-0.00001085,-76.43913673,3.097859e-13, 8.595 14.507 17.565 
3mer-0+35+140,-0.00076481,1,-0.00025494,-76.43939167,1.194825e-11, 2.544 14.507 17.565 
3mer-0+16+110,-0.00003702,1,-0.00001234,-76.43940401,1.805996e-12, 4.716 14.689 17.565 
3mer-0+19+109,0.00008165,1,0.00002722,-76.43937679,1.805996e-12, 4.716 14.689 17.565 
3mer-0+98+109,0.00001050,1,0.00000350,-76.43937329,1.465118e-13,10.895 14.689 17.565 
3mer-0+105+110,0.00002048,1,0.00000683,-76.43936647,1.465118e-13,10.895 14.689 17.565 
3mer-0+79+157,0.00009373,1,0.00003124,-76.43933522,4.488061e-13, 7.489 14.714 17.565 
3mer-0+100+161,-0.00002074,1,-0.00000691,-76.43934214,5.588568e-13, 6.746 15.184 17.565 
3mer-0+45+135,0.00001785,1,0.00000595,-76.43933618,3.387736e-13, 7.916 15.288 17.565 
3mer-0+69+135,-0.00000709,1,-0.00000236,-76.43933855,3.387736e-13, 7.916 15.288 17.565 
3mer-0+41+125,-0.00008113,1,-0.00002704,-76.43936559,9.788802e-13, 5.514 15.410 17.565 
3mer-0+55+131,0.00000683,1,0.00000228,-76.43936331,1.799222e-13, 9.698 15.410 17.565 
3mer-0+49+159,0.00000578,1,0.00000193,-76.43936139,3.794970e-13, 7.489 15.560 17.565 
3mer-0+7+141,0.00114682,1,0.00038227,-76.43897912,8.086388e-12, 2.680 15.686 17.565 
3mer-0+35+150,0.00042376,1,0.00014125,-76.43883786,9.360877e-12, 2.544 15.736 17.565 
3mer-0+87+162,0.00001733,1,0.00000578,-76.43883209,2.427022e-13, 8.595 15.736 17.565 
3mer-0+11+144,0.00021214,1,0.00007071,-76.43876137,7.866541e-12, 2.680 15.831 17.565 
3mer-0+62+148,-0.00002757,1,-0.00000919,-76.43877056,1.098434e-12, 5.156 15.858 17.565 
3mer-0+126+156,0.00001129,1,0.00000376,-76.43876680,6.735824e-14,12.481 16.613 17.565 
3mer-0+52+83,0.00008218,1,0.00002739,-76.43873941,3.853481e-12, 4.956 10.840 17.592 
3mer-0+36+46,0.00008480,1,0.00002827,-76.43871114,3.819589e-12, 5.382 10.013 17.592 
3mer-0+33+73,-0.00036599,1,-0.00012200,-76.43883314,2.515480e-12, 6.186 10.013 17.592 
3mer-0+82+96,-0.00008559,1,-0.00002853,-76.43886167,1.359943e-12, 6.194 12.275 17.592 
3mer-0+18+101,-0.00017197,2,-0.00011465,-76.43897632,4.629815e-12, 6.746  7.492 17.592 
3mer-0+70+79,0.00002914,1,0.00000971,-76.43896660,9.207357e-13, 7.489 11.562 17.592 
3mer-0+38+84,-0.00002625,1,-0.00000875,-76.43897535,1.130771e-12, 7.992 10.117 17.592 
3mer-0+38+91,0.00013101,1,0.00004367,-76.43893168,1.130771e-12, 7.992 10.117 17.592 
3mer-0+10+122,-0.00011500,2,-0.00007666,-76.43900835,3.107621e-12, 6.746  8.557 17.592 
3mer-0+34+120,0.00002232,1,0.00000744,-76.43900091,8.599465e-13, 8.756 10.117 17.592 
3mer-0+106+112,-0.00003334,1,-0.00001111,-76.43901202,3.316800e-13, 8.756 13.898 17.592 
3mer-0+61+130,0.00006406,1,0.00002135,-76.43899067,7.601580e-13, 8.843 10.437 17.592 
3mer-0+54+130,-0.00004358,1,-0.00001453,-76.43900520,7.601580e-13, 8.843 10.437 17.592 
3mer-0+9+152,0.00013679,2,0.00009119,-76.43891400,3.463642e-12, 6.194  8.989 17.592 
3mer-0+92+165,0.00003124,1,0.00001041,-76.43890359,3.882785e-13,10.021 11.522 17.592 
3mer-0+75+138,-0.00000473,1,-0.00000158,-76.43890516,3.223535e-13,10.429 11.780 17.592 
3mer-0+83+86,-0.00017696,1,-0.00005899,-76.43896415,3.853481e-12, 4.956 10.840 17.592 
3mer-0+33+151,-0.00001654,1,-0.00000551,-76.43896966,4.295435e-13,10.013 11.150 17.592 
3mer-0+63+154,-0.00003256,1,-0.00001085,-76.43898052,2.637813e-13,11.150 11.780 17.592 
3mer-0+109+132,-0.00000735,1,-0.00000245,-76.43898297,1.302862e-13,11.312 14.689 17.592 
3mer-0+30+57,-0.00095017,1,-0.00031672,-76.43929969,2.120973e-11, 2.632 11.562 17.592 
3mer-0+81+158,-0.00000551,1,-0.00000184,-76.43930153,1.959145e-13,11.654 12.445 17.592 
3mer-0+56+63,0.00011237,1,0.00003746,-76.43926407,1.544748e-12, 6.186 11.780 17.592 
3mer-0+34+164,-0.00002468,1,-0.00000823,-76.43927230,3.259483e-13,10.117 12.099 17.592 
3mer-0+106+133,-0.00000394,1,-0.00000131,-76.43927361,1.257177e-13,12.099 13.898 17.592 
3mer-0+29+76,-0.00021109,1,-0.00007036,-76.43934397,1.766588e-11, 2.632 12.288 17.592 
3mer-0+62+71,0.00000341,1,0.00000114,-76.43934284,2.349547e-12, 5.156 12.288 17.592 
3mer-0+100+102,0.00002888,1,0.00000963,-76.43933321,1.044389e-12, 6.746 12.308 17.592 
3mer-0+51+81,0.00016173,1,0.00005391,-76.43927930,1.989515e-12, 5.382 12.445 17.592 
3mer-0+96+147,-0.00004778,1,-0.00001593,-76.43929523,1.076016e-12, 6.194 13.272 17.592 
3mer-0+35+89,-0.00007194,1,-0.00002398,-76.43931921,1.471826e-11, 2.544 13.512 17.592 
3mer-0+35+103,0.00010502,1,0.00003501,-76.43928420,1.471826e-11, 2.544 13.512 17.592 
3mer-0+101+113,0.00012130,1,0.00004043,-76.43924377,7.550628e-13, 6.746 13.713 17.592 
3mer-0+45+93,0.00001470,1,0.00000490,-76.43923887,4.197853e-13, 7.916 14.212 17.592 
3mer-0+69+93,0.00002205,1,0.00000735,-76.43923151,4.197853e-13, 7.916 14.212 17.592 
3mer-0+24+121,0.00018484,1,0.00006161,-76.43916990,1.189251e-11, 2.544 14.507 17.592 
3mer-0+111+140,-0.00004227,1,-0.00001409,-76.43918399,3.083405e-13, 8.595 14.507 17.592 
3mer-0+37+110,-0.00000394,1,-0.00000131,-76.43918531,1.125020e-12, 5.514 14.689 17.592 
3mer-0+67+109,0.00002888,1,0.00000963,-76.43917568,2.067832e-13, 9.698 14.689 17.592 
3mer-0+50+136,-0.00005592,1,-0.00001864,-76.43919432,1.368601e-12, 5.156 14.714 17.592 
3mer-0+124+143,-0.00001313,1,-0.00000438,-76.43919870,4.240148e-13, 7.505 14.939 17.592 
3mer-0+119+135,0.00000919,1,0.00000306,-76.43919563,8.601938e-14,12.481 15.288 17.592 
3mer-0+16+131,-0.00013705,1,-0.00004568,-76.43924132,1.556769e-12, 4.716 15.410 17.592 
3mer-0+98+125,-0.00000735,1,-0.00000245,-76.43924377,1.262932e-13,10.895 15.410 17.592 
3mer-0+19+125,0.00019009,1,0.00006336,-76.43918040,1.556769e-12, 4.716 15.410 17.592 
3mer-0+105+131,0.00001812,1,0.00000604,-76.43917437,1.262932e-13,10.895 15.410 17.592 
3mer-0+29+159,0.00012445,1,0.00004148,-76.43913288,8.701167e-12, 2.632 15.560 17.592 
3mer-0+13+141,-0.00032871,1,-0.00010957,-76.43924245,8.048659e-12, 2.680 15.686 17.592 
3mer-0+111+150,0.00002310,1,0.00000770,-76.43923475,2.415698e-13, 8.595 15.736 17.592 
3mer-0+24+162,-0.00061174,1,-0.00020391,-76.43943867,9.317203e-12, 2.544 15.736 17.592 
3mer-0+6+144,0.00135581,1,0.00045194,-76.43898673,7.829838e-12, 2.680 15.831 17.592 
3mer-0+65+156,-0.00003046,1,-0.00001015,-76.43899688,2.628100e-13, 7.916 16.613 17.592 
3mer-0+48+156,0.00000761,1,0.00000254,-76.43899434,2.628100e-13, 7.916 16.613 17.592 
3mer-0+52+60,-0.00003991,1,-0.00001330,-76.43900765,8.112918e-13, 8.324 10.840 17.608 
3mer-0+12+120,-0.00000971,2,-0.00000648,-76.43901412,6.477621e-12, 5.156  8.756 17.608 
3mer-0+63+68,-0.00003466,1,-0.00001155,-76.43902568,5.432016e-13, 8.756 11.780 17.608 
3mer-0+37+44,0.00014677,2,0.00009784,-76.43892783,4.896176e-12, 5.514  8.989 17.608 
3mer-0+14+138,0.00007903,2,0.00005269,-76.43887515,3.371743e-12, 5.382 10.429 17.608 
3mer-0+57+77,0.00000525,1,0.00000175,-76.43887340,2.884920e-13,11.016 11.562 17.608 
3mer-0+43+151,-0.00005251,2,-0.00003501,-76.43890840,6.773179e-13, 8.595 11.150 17.608 
3mer-0+32+132,-0.00003019,2,-0.00002013,-76.43892853,5.954953e-13, 8.843 11.312 17.608 
3mer-0+45+80,-0.00010607,1,-0.00003536,-76.43896389,7.856261e-13, 7.916 11.522 17.608 
3mer-0+102+129,0.00000446,1,0.00000149,-76.43896240,2.021578e-13,11.651 12.308 17.608 
3mer-0+18+153,-0.00002284,2,-0.00001523,-76.43897763,8.506136e-13, 7.492 11.855 17.608 
3mer-0+84+104,0.00001129,1,0.00000376,-76.43897387,6.580613e-13, 7.992 12.106 17.608 
3mer-0+89+128,0.00000499,1,0.00000166,-76.43897220,1.361850e-13,12.106 13.512 17.608 
3mer-0+10+119,0.00000499,2,0.00000333,-76.43896888,9.987350e-13, 6.746 12.481 17.608 
3mer-0+21+147,-0.00011762,1,-0.00003921,-76.43900808,1.968811e-12, 5.059 13.272 17.608 
3mer-0+94+106,-0.00001050,1,-0.00000350,-76.43901158,1.402793e-13,11.654 13.898 17.608 
3mer-0+141+145,-0.00000525,1,-0.00000175,-76.43901334,5.396671e-14,14.197 15.686 17.608 
3mer-0+17+121,0.00002836,1,0.00000945,-76.43900388,1.424292e-12, 5.156 14.507 17.608 
3mer-0+98+155,0.00004857,1,0.00001619,-76.43898769,1.492327e-13,10.895 14.563 17.608 
3mer-0+15+136,-0.00007299,1,-0.00002433,-76.43901202,7.905848e-13, 6.186 14.714 17.608 
3mer-0+6+143,0.00126260,1,0.00042087,-76.43859115,9.292663e-12, 2.680 14.939 17.608 
3mer-0+116+125,-0.00000919,1,-0.00000306,-76.43859422,6.407609e-14,13.648 15.410 17.608 
3mer-0+53+159,-0.00001995,1,-0.00000665,-76.43860087,2.491842e-13, 8.595 15.560 17.608 
3mer-0+137+156,-0.00000105,1,-0.00000035,-76.43860122,5.004774e-14,13.747 16.613 17.608 
3mer-0+40+45,0.00000368,2,0.00000245,-76.43859877,2.327141e-12, 7.916  7.992 17.675 
3mer-0+40+65,0.00000210,2,0.00000140,-76.43859737,2.327141e-12, 7.916  7.992 17.675 
3mer-0+45+59,0.00022579,2,0.00015053,-76.43844684,1.769781e-12, 7.916  8.756 17.675 
3mer-0+52+68,0.00001654,1,0.00000551,-76.43844133,6.891945e-13, 8.756 10.840 17.675 
3mer-0+42+61,-0.00012839,1,-0.00004280,-76.43848412,1.015289e-12, 7.992 10.437 17.675 
3mer-0+42+52,-0.00009504,1,-0.00003168,-76.43851580,9.062438e-13, 7.992 10.840 17.675 
3mer-0+14+98,-0.00033921,2,-0.00022614,-76.43874195,2.923455e-12, 5.382 10.895 17.675 
3mer-0+28+98,0.00004411,2,0.00002941,-76.43871254,2.923455e-12, 5.382 10.895 17.675 
3mer-0+16+95,-0.00057157,2,-0.00038105,-76.43909359,4.052575e-12, 4.716 11.150 17.675 
3mer-0+16+115,0.00013285,2,0.00008857,-76.43900502,4.052575e-12, 4.716 11.150 17.675 
3mer-0+37+95,0.00019297,2,0.00012865,-76.43887637,2.536328e-12, 5.514 11.150 17.675 
3mer-0+55+115,0.00016042,2,0.00010695,-76.43876943,4.661875e-13, 9.698 11.150 17.675 
3mer-0+14+132,0.00010607,2,0.00007071,-76.43869871,2.611880e-12, 5.382 11.312 17.675 
3mer-0+64+132,-0.00002941,2,-0.00001960,-76.43871832,3.589484e-13,10.429 11.312 17.675 
3mer-0+18+94,-0.00000683,2,-0.00000455,-76.43872287,8.851663e-13, 7.492 11.654 17.675 
3mer-0+18+108,-0.00003859,1,-0.00001286,-76.43873573,8.851663e-13, 7.492 11.654 17.675 
3mer-0+44+94,0.00003439,2,0.00002293,-76.43871280,5.125966e-13, 8.989 11.654 17.675 
3mer-0+47+108,-0.00002310,1,-0.00000770,-76.43872050,3.699313e-13,10.021 11.654 17.675 
3mer-0+61+88,-0.00004647,1,-0.00001549,-76.43873600,2.926601e-13,10.437 12.099 17.675 
3mer-0+65+99,0.00014178,2,0.00009452,-76.43864148,6.708057e-13, 7.916 12.099 17.675 
3mer-0+15+102,0.00007220,1,0.00002407,-76.43861741,1.335391e-12, 6.186 12.308 17.675 
3mer-0+23+102,-0.00009583,1,-0.00003194,-76.43864935,1.335391e-12, 6.186 12.308 17.675 
3mer-0+59+119,-0.00000158,2,-0.00000105,-76.43865040,4.514788e-13, 8.756 12.481 17.675 
3mer-0+99+163,0.00004385,1,0.00001462,-76.43863579,1.711255e-13,12.099 12.481 17.675 
3mer-0+15+147,0.00015202,1,0.00005067,-76.43858512,1.064992e-12, 6.186 13.272 17.675 
3mer-0+77+147,0.00000709,1,0.00000236,-76.43858275,1.885491e-13,11.016 13.272 17.675 
3mer-0+54+89,0.00000735,1,0.00000245,-76.43858030,2.101128e-13,10.437 13.512 17.675 
3mer-0+86+89,0.00000053,1,0.00000018,-76.43858013,1.875461e-13,10.840 13.512 17.675 
3mer-0+88+149,-0.00002153,1,-0.00000718,-76.43858730,1.308985e-13,12.099 13.648 17.675 
3mer-0+57+113,0.00002284,1,0.00000761,-76.43857969,1.478431e-13,11.562 13.713 17.675 
3mer-0+70+113,-0.00000105,1,-0.00000035,-76.43858004,1.478431e-13,11.562 13.713 17.675 
3mer-0+57+137,-0.00000630,1,-0.00000210,-76.43858214,1.467677e-13,11.562 13.747 17.675 
3mer-0+136+137,-0.00000394,1,-0.00000131,-76.43858345,7.120710e-14,13.747 14.714 17.675 
3mer-0+54+121,0.00000499,1,0.00000166,-76.43858179,1.697734e-13,10.437 14.507 17.675 
3mer-0+116+121,0.00000000,1,0.00000000,-76.43858179,7.593482e-14,13.648 14.507 17.675 
3mer-0+68+143,-0.00002993,1,-0.00000998,-76.43859177,2.632980e-13, 8.756 14.939 17.675 
3mer-0+23+161,-0.00008953,1,-0.00002984,-76.43862161,7.112390e-13, 6.186 15.184 17.675 
3mer-0+90+161,0.00000026,1,0.00000009,-76.43862152,1.259197e-13,11.016 15.184 17.675 
3mer-0+26+159,0.00002310,1,0.00000770,-76.43861382,2.496252e-13, 8.557 15.560 17.675 
3mer-0+39+159,-0.00001076,1,-0.00000359,-76.43861741,1.789519e-13, 9.561 15.560 17.675 
3mer-0+86+150,-0.00001838,1,-0.00000613,-76.43862354,1.187237e-13,10.840 15.736 17.675 
3mer-0+45+48,0.00045316,1,0.00015105,-76.43847248,2.329155e-12, 7.916  7.916 17.840 
3mer-0+40+68,0.00004306,2,0.00002871,-76.43844378,1.672468e-12, 7.992  8.756 17.840 
3mer-0+42+59,-0.00020899,2,-0.00013933,-76.43858310,1.672468e-12, 7.992  8.756 17.840 
3mer-0+52+54,0.00002888,1,0.00000963,-76.43857348,3.957195e-13,10.437 10.840 17.840 
3mer-0+37+105,-0.00030955,2,-0.00020636,-76.43877984,2.643769e-12, 5.514 10.895 17.840 
3mer-0+15+95,0.00026465,2,0.00017643,-76.43860341,1.747015e-12, 6.186 11.150 17.840 
3mer-0+77+115,-0.00000578,2,-0.00000385,-76.43860726,3.092962e-13,11.016 11.150 17.840 
3mer-0+16+142,-0.00042979,2,-0.00028653,-76.43889379,3.774035e-12, 4.716 11.312 17.840 
3mer-0+14+94,0.00006616,2,0.00004411,-76.43884968,2.322851e-12, 5.382 11.654 17.840 
3mer-0+64+108,0.00001286,1,0.00000429,-76.43884539,3.192273e-13,10.429 11.654 17.840 
3mer-0+39+102,-0.00000131,1,-0.00000044,-76.43884583,3.516693e-13, 9.561 12.308 17.840 
3mer-0+65+126,-0.00003965,2,-0.00002643,-76.43887226,5.941776e-13, 7.916 12.481 17.840 
3mer-0+26+147,0.00000105,1,0.00000035,-76.43887191,3.912230e-13, 8.557 13.272 17.840 
3mer-0+61+116,0.00000998,1,0.00000333,-76.43886858,1.982911e-13,10.437 13.648 17.840 
3mer-0+44+113,-0.00000971,1,-0.00000324,-76.43887182,3.059803e-13, 8.989 13.713 17.840 
3mer-0+18+137,-0.00000105,1,-0.00000035,-76.43887217,5.245322e-13, 7.492 13.747 17.840 
3mer-0+89+140,-0.00000184,1,-0.00000061,-76.43887278,7.610346e-14,13.512 14.507 17.840 
3mer-0+103+121,-0.00000236,1,-0.00000079,-76.43887357,7.610346e-14,13.512 14.507 17.840 
3mer-0+86+143,0.00000656,1,0.00000219,-76.43887138,1.349425e-13,10.840 14.939 17.840 
3mer-0+145+161,0.00000079,1,0.00000026,-76.43887112,5.721079e-14,14.197 15.184 17.840 
3mer-0+71+159,0.00000210,1,0.00000070,-76.43887042,8.197786e-14,12.288 15.560 17.840 
3mer-0+32+60,-0.00015070,2,-0.00010047,-76.43897089,1.416757e-12, 8.324  8.843 17.924 
3mer-0+32+78,-0.00006931,2,-0.00004621,-76.43901710,1.416757e-12, 8.324  8.843 17.924 
3mer-0+44+60,0.00012287,2,0.00008192,-76.43893518,1.349001e-12, 8.324  8.989 17.924 
3mer-0+27+111,0.00024627,2,0.00016418,-76.43877100,2.119147e-12, 7.489  8.595 17.924 
3mer-0+12+111,-0.00025756,2,-0.00017171,-76.43894271,6.492470e-12, 5.156  8.595 17.924 
3mer-0+12+138,0.00007745,2,0.00005163,-76.43889107,3.634648e-12, 5.156 10.429 17.924 
3mer-0+59+138,0.00008113,2,0.00005409,-76.43883699,7.422925e-13, 8.756 10.429 17.924 
3mer-0+81+107,-0.00002731,1,-0.00000910,-76.43884609,2.585244e-13,10.429 12.445 17.924 
3mer-0+63+77,0.00000184,1,0.00000061,-76.43884548,2.585897e-13,11.016 11.780 17.924 
3mer-0+79+90,0.00074906,1,0.00024969,-76.43859579,1.006507e-12, 7.489 11.016 17.924 
3mer-0+21+80,-0.00045237,1,-0.00015079,-76.43874658,2.852942e-12, 5.059 11.522 17.924 
3mer-0+21+92,-0.00005251,1,-0.00001750,-76.43876409,2.852942e-12, 5.059 11.522 17.924 
3mer-0+37+80,0.00021214,1,0.00007071,-76.43869337,2.204104e-12, 5.514 11.522 17.924 
3mer-0+67+92,-0.00003413,1,-0.00001138,-76.43870475,4.051233e-13, 9.698 11.522 17.924 
3mer-0+10+129,-0.00007273,2,-0.00004848,-76.43875324,1.164218e-12, 6.746 11.651 17.924 
3mer-0+20+129,-0.00013285,2,-0.00008857,-76.43884180,1.164218e-12, 6.746 11.651 17.924 
3mer-0+53+63,0.00000000,1,0.00000000,-76.43884180,5.444469e-13, 8.595 11.780 17.924 
3mer-0+10+153,0.00001628,2,0.00001085,-76.43883095,1.105031e-12, 6.746 11.855 17.924 
3mer-0+52+153,-0.00000656,1,-0.00000219,-76.43883314,2.662788e-13,10.840 11.855 17.924 
3mer-0+90+164,0.00005225,1,0.00001742,-76.43881572,2.387018e-13,11.016 12.099 17.924 
3mer-0+38+128,0.00000263,1,0.00000088,-76.43881485,3.075968e-13,10.117 12.106 17.924 
3mer-0+46+104,0.00011605,1,0.00003868,-76.43877617,2.043295e-12, 5.382 12.106 17.924 
3mer-0+57+128,0.00001812,1,0.00000604,-76.43877013,2.060663e-13,11.562 12.106 17.924 
3mer-0+35+104,-0.00087797,1,-0.00029266,-76.43906278,1.934641e-11, 2.544 12.106 17.924 
3mer-0+78+82,-0.00005776,1,-0.00001925,-76.43908204,5.296638e-13, 8.324 12.275 17.924 
3mer-0+53+81,-0.00004227,1,-0.00001409,-76.43909613,4.617950e-13, 8.595 12.445 17.924 
3mer-0+44+119,0.00000105,2,0.00000070,-76.43909543,4.001727e-13, 8.989 12.481 17.924 
3mer-0+119+147,0.00001339,1,0.00000446,-76.43909096,1.243178e-13,12.481 13.272 17.924 
3mer-0+35+127,-0.00005382,1,-0.00001794,-76.43910890,1.402191e-11, 2.544 13.478 17.924 
3mer-0+38+146,-0.00000683,1,-0.00000228,-76.43911118,2.229402e-13,10.117 13.478 17.924 
3mer-0+76+146,-0.00002284,1,-0.00000761,-76.43911879,1.243982e-13,12.288 13.478 17.924 
3mer-0+73+127,0.00037230,1,0.00012410,-76.43899469,9.753081e-13, 6.186 13.478 17.924 
3mer-0+17+106,0.00007430,1,0.00002477,-76.43896993,1.535614e-12, 5.156 13.898 17.924 
3mer-0+31+106,-0.00007168,1,-0.00002389,-76.43899382,5.012254e-13, 7.489 13.898 17.924 
3mer-0+125+145,-0.00000210,1,-0.00000070,-76.43899452,5.396517e-14,14.197 15.410 17.924 
3mer-0+77+121,0.00001890,1,0.00000630,-76.43898822,1.384720e-13,11.016 14.507 17.924 
3mer-0+6+155,-0.00020138,1,-0.00006713,-76.43905534,9.510323e-12, 2.680 14.563 17.924 
3mer-0+13+155,0.00217680,1,0.00072560,-76.43832974,9.510323e-12, 2.680 14.563 17.924 
3mer-0+17+136,0.00005829,1,0.00001943,-76.43831031,1.294054e-12, 5.156 14.714 17.924 
3mer-0+68+136,0.00000105,1,0.00000035,-76.43830996,2.642804e-13, 8.756 14.714 17.924 
3mer-0+37+143,-0.00000131,1,-0.00000044,-76.43831040,1.011152e-12, 5.514 14.939 17.924 
3mer-0+132+143,0.00000368,1,0.00000123,-76.43830918,1.170994e-13,11.312 14.939 17.924 
3mer-0+123+125,0.00000210,1,0.00000070,-76.43830848,5.862728e-14,13.810 15.410 17.924 
3mer-0+123+131,-0.00000026,1,-0.00000009,-76.43830856,5.862728e-14,13.810 15.410 17.924 
3mer-0+107+162,-0.00003019,1,-0.00001006,-76.43831863,1.278706e-13,10.429 15.736 17.924 
3mer-0+58+156,0.00000499,1,0.00000166,-76.43831697,9.938828e-14,10.744 16.613 17.924 
3mer-0+72+156,-0.00000578,1,-0.00000193,-76.43831889,9.938828e-14,10.744 16.613 17.924 
3mer-0+42+48,-0.00045894,2,-0.00030596,-76.43862485,2.181902e-12, 7.916  7.992 18.059 
3mer-0+42+69,0.00033186,2,0.00022124,-76.43840361,2.181902e-12, 7.916  7.992 18.059 
3mer-0+54+59,0.00006590,1,0.00002197,-76.43838164,7.239338e-13, 8.756 10.437 18.059 
3mer-0+45+112,0.00018300,2,0.00012200,-76.43825964,1.659327e-12, 7.916  8.756 18.059 
3mer-0+40+54,-0.00001392,1,-0.00000464,-76.43826428,9.519236e-13, 7.992 10.437 18.059 
3mer-0+40+86,-0.00013679,1,-0.00004560,-76.43830988,8.496843e-13, 7.992 10.840 18.059 
3mer-0+15+105,-0.00031296,2,-0.00020864,-76.43851852,1.805149e-12, 6.186 10.895 18.059 
3mer-0+23+105,0.00020820,2,0.00013880,-76.43837971,1.805149e-12, 6.186 10.895 18.059 
3mer-0+39+95,0.00003623,1,0.00001208,-76.43836764,4.560591e-13, 9.561 11.150 18.059 
3mer-0+26+95,-0.00003702,2,-0.00002468,-76.43839232,6.361698e-13, 8.557 11.150 18.059 
3mer-0+26+115,-0.00008795,2,-0.00005864,-76.43845095,6.361698e-13, 8.557 11.150 18.059 
3mer-0+82+115,-0.00005907,1,-0.00001969,-76.43847064,2.155000e-13,11.150 12.275 18.059 
3mer-0+15+142,0.00020663,2,0.00013775,-76.43833289,1.612761e-12, 6.186 11.312 18.059 
3mer-0+77+142,-0.00000394,2,-0.00000263,-76.43833552,2.855275e-13,11.016 11.312 18.059 
3mer-0+16+158,-0.00050252,2,-0.00033501,-76.43867053,3.327151e-12, 4.716 11.654 18.059 
3mer-0+19+108,0.00042664,1,0.00014221,-76.43852832,3.327151e-12, 4.716 11.654 18.059 
3mer-0+37+158,0.00020820,2,0.00013880,-76.43838952,2.082317e-12, 5.514 11.654 18.059 
3mer-0+67+108,0.00005566,1,0.00001855,-76.43837096,3.827384e-13, 9.698 11.654 18.059 
3mer-0+65+164,0.00019980,2,0.00013320,-76.43823776,6.289402e-13, 7.916 12.099 18.059 
3mer-0+86+99,-0.00007351,1,-0.00002450,-76.43826227,2.449241e-13,10.840 12.099 18.059 
3mer-0+163+164,0.00003282,1,0.00001094,-76.43825133,1.604454e-13,12.099 12.481 18.059 
3mer-0+71+102,0.00000368,1,0.00000123,-76.43825010,1.596956e-13,12.288 12.308 18.059 
3mer-0+76+102,-0.00000236,1,-0.00000079,-76.43825089,1.596956e-13,12.288 12.308 18.059 
3mer-0+68+126,-0.00000079,2,-0.00000053,-76.43825142,4.233016e-13, 8.756 12.481 18.059 
3mer-0+71+147,0.00000683,1,0.00000228,-76.43824914,1.273594e-13,12.288 13.272 18.059 
3mer-0+52+103,-0.00000735,1,-0.00000245,-76.43825159,1.758412e-13,10.840 13.512 18.059 
3mer-0+61+103,-0.00001917,1,-0.00000639,-76.43825798,1.969995e-13,10.437 13.512 18.059 
3mer-0+59+116,0.00000053,1,0.00000018,-76.43825780,3.237950e-13, 8.756 13.648 18.059 
3mer-0+14+113,-0.00003859,1,-0.00001286,-76.43827067,1.374477e-12, 5.382 13.713 18.059 
3mer-0+28+113,-0.00013075,1,-0.00004358,-76.43831425,1.374477e-12, 5.382 13.713 18.059 
3mer-0+14+137,-0.00000735,1,-0.00000245,-76.43831670,1.364480e-12, 5.382 13.747 18.059 
3mer-0+64+137,-0.00000420,1,-0.00000140,-76.43831810,1.875193e-13,10.429 13.747 18.059 
3mer-0+52+140,-0.00000394,1,-0.00000131,-76.43831942,1.420816e-13,10.840 14.507 18.059 
3mer-0+140+143,-0.00000735,1,-0.00000245,-76.43832187,5.428047e-14,14.507 14.939 18.059 
3mer-0+76+161,-0.00001260,1,-0.00000420,-76.43832607,8.505507e-14,12.288 15.184 18.059 
3mer-0+144+159,0.00000236,1,0.00000079,-76.43832528,3.696119e-14,15.560 15.831 18.059 
3mer-0+61+162,-0.00001103,1,-0.00000368,-76.43832896,1.247080e-13,10.437 15.736 18.059 
3mer-0+149+162,-0.00000971,1,-0.00000324,-76.43833219,5.577834e-14,13.648 15.736 18.059 
3mer-0+147+148,-0.00000236,1,-0.00000079,-76.43833298,5.926385e-14,13.272 15.858 18.059 
3mer-0+37+85,-0.00039540,2,-0.00026360,-76.43859658,5.696664e-12, 5.514  8.324 18.078 
3mer-0+55+60,-0.00004831,2,-0.00003221,-76.43862879,1.047070e-12, 8.324  9.698 18.078 
3mer-0+53+59,0.00013101,2,0.00008734,-76.43854145,1.292327e-12, 8.595  8.756 18.078 
3mer-0+43+68,0.00010712,2,0.00007141,-76.43847003,1.292327e-12, 8.595  8.756 18.078 
3mer-0+12+107,0.00013626,2,0.00009084,-76.43837919,3.542517e-12, 5.156 10.429 18.078 
3mer-0+31+64,0.00010502,2,0.00007001,-76.43830918,1.156280e-12, 7.489 10.429 18.078 
3mer-0+44+72,0.00004831,1,0.00001610,-76.43829307,6.115008e-13, 8.989 10.744 18.078 
3mer-0+17+90,-0.00029406,1,-0.00009802,-76.43839109,3.005490e-12, 5.156 11.016 18.078 
3mer-0+27+77,-0.00018930,2,-0.00012620,-76.43851729,9.809940e-13, 7.489 11.016 18.078 
3mer-0+60+142,0.00008428,2,0.00005619,-76.43846111,6.597189e-13, 8.324 11.312 18.078 
3mer-0+39+92,0.00004411,1,0.00001470,-76.43844640,4.119882e-13, 9.561 11.522 18.078 
3mer-0+47+80,0.00000420,1,0.00000140,-76.43844500,3.578233e-13,10.021 11.522 18.078 
3mer-0+45+139,0.00010371,2,0.00006914,-76.43837586,7.021396e-13, 7.916 11.651 18.078 
3mer-0+65+129,0.00015070,2,0.00010047,-76.43827539,7.021396e-13, 7.916 11.651 18.078 
